"ROW_ID","ROW_VERSION","participant_id","dt_passive","cloud_cover_IQR","cloud_cover_mean","cloud_cover_median","cloud_cover_std","dew_point_IQR","dew_point_mean","dew_point_median","dew_point_std","humidity_IQR","humidity_mean","humidity_median","humidity_std","precip_sum","temp_IQR","temp_mean","temp_median","temp_std"
"104606","75","EN05170","2016-10-25","0.2","0.54","0.54","0.16","2.4","61.85","62.38","1.4","0.09","0.63","0.64","0.05","0","6.16","75.65","75.77","3.13"
"104607","75","EN05170","2016-10-26","0","1","1","0","0.3","68.33","68.35","0.12","0.01","0.74","0.74","0","0.02","0.32","77.4","77.46","0.14"
"104608","75","EN05170","2016-10-27","0.14","0.83","0.84","0.11","1.41","66.71","66.7","1.01","0.03","0.68","0.66","0.03","0.01","1.44","78.36","78.01","1.06"
"104609","75","EN05170","2016-10-28","0.18","0.79","0.81","0.16","0.8","68.28","68.33","0.59","0.04","0.71","0.71","0.03","0","1.81","78.48","78.23","1.24"
"104610","75","EN05170","2016-10-29","0.21","0.93","1","0.1","0.23","72.97","72.91","0.1","0.02","0.84","0.84","0.01","0","0.46","78.22","78.15","0.19"
"104611","75","EN05170","2016-10-30","0.29","0.83","0.94","0.2","2.66","71.15","71.79","1.69","0.11","0.78","0.76","0.06","0.03","2.01","78.72","78.17","1.34"
"104612","75","EN05170","2016-10-31","0.23","0.83","0.93","0.19","1.04","69.4","69.63","1.18","0.04","0.75","0.75","0.03","0","2.17","77.99","77.44","1.38"
"104613","75","EN05170","2016-11-01","0.1","0.45","0.44","0.1","1.03","64.71","64.88","0.73","0.09","0.65","0.67","0.05","0","5.06","77.52","77.92","2.67"
"104614","75","EN05170","2016-11-02","0.29","0.13","0.1","0.12","1.16","65.39","65.46","0.48","0.01","0.7","0.7","0","0","0.78","76.05","76.04","0.32"
"104615","75","EN05170","2016-11-03","0.43","0.48","0.55","0.22","2.17","66.24","66.72","1.15","0.08","0.7","0.72","0.06","0","5.7","77.02","75.89","2.75"
"104616","75","EN05170","2016-11-04","0.01","0.04","0.04","0","0.58","65.86","66.01","0.26","0.02","0.88","0.89","0.01","0","1.2","69.58","69.55","0.49"
"104617","75","EN05170","2016-11-05","0.69","0.48","0.44","0.34","3.21","65.84","65.43","1.96","0.18","0.79","0.77","0.08","0.14","6.8","73.08","74.1","3.15"
"104618","75","EN05170","2016-11-06","0.31","0.6","0.66","0.17","2.15","64.47","64.6","1.27","0.15","0.7","0.66","0.08","0.01","6.01","75.12","74.93","3.5"
"104619","75","EN05170","2016-11-07","0.33","0.78","0.87","0.21","1.63","62.88","63.66","1.48","0.06","0.65","0.64","0.03","0","2.48","75.55","74.75","1.45"
"104620","75","EN05170","2016-11-08","0.14","0.54","0.63","0.17","1.21","60.47","60.34","1.17","0.05","0.61","0.62","0.04","0","4.24","74.78","74.21","2.65"
"104621","75","EN05170","2016-11-09","0.54","0.49","0.5","0.22","0.69","64.18","64.06","0.29","0.04","0.84","0.84","0.02","0","0.74","69.21","69","0.34"
"104622","75","EN05170","2016-11-10","0.25","0.24","0.18","0.17","1.25","64.47","64.68","0.78","0.22","0.72","0.71","0.11","0","10.36","74.33","74.92","5.13"
"104623","75","EN05170","2016-11-11","0.09","0.09","0.08","0.07","1.6","61.8","62.06","1.45","0.29","0.72","0.81","0.16","0","11.22","72.19","70.88","6.18"
"104624","75","EN05170","2016-11-12","0.14","0.05","0.02","0.06","0.42","63.47","63.33","0.2","0.02","0.9","0.91","0.01","0","1.22","66.42","66.07","0.56"
"104625","75","EN05170","2016-11-13","0.43","0.34","0.33","0.23","0.67","63.85","63.83","0.83","0.3","0.74","0.75","0.14","0","11.74","73.44","73.73","5.36"
"104626","75","EN05170","2016-11-14","0.38","0.47","0.44","0.23","2.47","65.57","66.45","1.24","0.23","0.78","0.79","0.11","0","11.5","73.04","74.1","5.22"
"104627","75","EN05170","2016-11-15","0.13","0.8","0.8","0.13","1.16","65.05","65.27","0.89","0.07","0.78","0.8","0.06","0.04","4.07","72.33","71.63","3.21"
"104628","75","EN05170","2016-11-16","0","0","0","0","1.95","54.6","54.2","0.85","0.03","0.68","0.68","0.01","0","0.9","65.25","65.32","0.37"
"104629","75","EN05170","2016-11-17","0.7","0.45","0.63","0.33","1.61","57.61","57.7","1.66","0.14","0.61","0.6","0.07","0","9.79","71.99","72.95","5.13"
"104630","75","EN05170","2016-11-18","0.13","0.46","0.44","0.06","0.08","60.62","60.63","0.03","0.13","0.77","0.75","0.05","0","5.2","68.28","68.73","2.15"
"104631","75","EN05170","2016-11-19","0.44","0.46","0.53","0.29","2.62","61.65","61.5","1.28","0.21","0.73","0.74","0.11","0","11.29","71.36","71.1","5.61"
"104632","75","EN05170","2016-11-20","0.04","0.04","0.03","0.06","2.61","55.55","55.7","3.06","0.17","0.69","0.71","0.13","0","8.75","66.56","64.33","5.47"
"104633","75","EN05170","2016-11-21","0","0","0","0.01","4.69","46.96","46.83","2.91","0.21","0.54","0.5","0.12","0","15.11","64.79","62.9","7.36"
"104634","75","EN05170","2016-11-22","0.18","0.37","0.42","0.08","0.33","59.23","59.13","0.15","0.01","0.66","0.66","0","0","0.2","70.98","70.94","0.09"
"104635","75","EN05170","2016-11-23","0.15","0.74","0.79","0.16","2.7","63.77","64.84","2.54","0.07","0.69","0.69","0.05","0.02","3.06","74.55","74.34","2.57"
"104636","75","EN05170","2016-11-24","0.32","0.67","0.73","0.2","1.27","65.41","65.82","1.11","0.1","0.68","0.68","0.06","0.01","4.58","76.78","75.78","2.41"
"104637","75","EN05170","2016-11-25","0.35","0.52","0.59","0.24","0.78","63.13","63.28","0.82","0.12","0.66","0.67","0.06","0","5.93","75.49","74.54","3.17"
"104638","75","EN05170","2016-11-26","0.11","0.09","0.08","0.05","1.07","61.91","61.93","0.44","0.03","0.81","0.81","0.01","0","2.28","67.84","67.92","0.93"
"104639","75","EN05170","2016-11-27","0.54","0.36","0.24","0.27","2.1","60.2","60.46","1.45","0.29","0.68","0.67","0.14","0","11.11","72.19","73.17","5.63"
"104640","75","EN05170","2016-11-28","0.11","0.7","0.75","0.14","1.99","65.02","65.84","1.54","0.05","0.72","0.72","0.04","0.05","3.5","74.6","74.55","2.21"
"104641","75","EN05170","2016-11-29","0.2","0.62","0.57","0.09","0.97","69.58","69.53","0.4","0.02","0.8","0.8","0.01","0","0.39","76.28","76.24","0.16"
"104642","75","EN05170","2016-11-30","0.2","0.61","0.64","0.15","1.96","70.18","70.06","1.26","0.14","0.78","0.78","0.07","0.02","4.23","77.63","76.78","2.3"
"104643","75","EN05170","2016-12-01","0.32","0.78","0.75","0.17","1.6","73.2","73.19","0.86","0.11","0.85","0.87","0.07","0.15","5.87","78.27","77.29","3.27"
"104644","75","EN05170","2016-12-02","0.22","0.86","0.94","0.14","2.15","71.08","71.35","1.42","0.16","0.85","0.81","0.08","0.03","3.91","76.07","75.39","2.83"
"104645","75","EN05170","2016-12-03","0.21","0.68","0.64","0.19","0.86","64.9","64.57","1.24","0.08","0.72","0.72","0.05","0","2.63","74.82","74.08","1.67"
"104646","75","EN05170","2016-12-04","0.25","0.84","0.94","0.17","2.77","68.02","68.86","1.67","0.04","0.76","0.76","0.03","0","3.13","76.05","75.89","1.7"
"104647","75","EN05170","2016-12-05","0.23","0.57","0.61","0.17","0.83","71.84","71.8","0.5","0.08","0.81","0.82","0.05","0","3.83","78.15","78.1","2.18"
"104648","75","EN05170","2016-12-06","0.35","0.54","0.58","0.21","1.37","72.85","73.03","0.96","0.14","0.78","0.81","0.08","0","5.57","80.65","80.17","2.85"
"104649","75","EN05170","2016-12-07","0.25","0.86","0.9","0.11","0.65","72","72.03","0.27","0.01","0.9","0.9","0","0","1.22","75.06","75.16","0.5"
"104650","75","EN05170","2016-12-08","0.22","0.72","0.75","0.21","2.45","69.98","70.81","1.99","0.08","0.86","0.87","0.07","0.02","4.9","74.72","73.8","3.31"
"104651","75","EN05170","2016-12-09","0.14","0.87","1","0.2","2.21","61.97","62.17","1.38","0.04","0.78","0.78","0.05","0.06","3.7","69.05","69.97","2.67"
"104652","75","EN05170","2016-12-10","0","1","1","0.01","1.21","65.53","65.62","0.94","0.13","0.86","0.83","0.08","0.27","3.46","69.98","71.51","2.64"
"104653","75","EN05170","2016-12-11","0.06","0.94","1","0.11","4.07","68.34","68.62","2.2","0.11","0.83","0.8","0.06","0.52","1.84","74.04","73.51","1.24"
"104654","75","EN05170","2016-12-12","0.29","0.41","0.47","0.2","2.44","71.46","72.09","1.23","0.11","0.84","0.86","0.08","0.01","5.63","76.86","75.56","3.36"
"104655","75","EN05170","2016-12-13","0.25","0.22","0.2","0.1","0.81","70.79","70.89","0.34","0.01","0.96","0.96","0","0","0.66","72.09","72.05","0.27"
"104656","75","EN05170","2016-12-14","0.38","0.25","0.2","0.25","2","69.25","69.04","1.39","0.27","0.81","0.85","0.12","0","10.34","75.98","75.59","5.34"
"104657","75","EN05171","2016-11-01","0.58","0.44","0.52","0.33","3.76","53.64","54.32","2","0.13","0.76","0.8","0.08","0","8.83","61.49","60.8","4.87"
"104658","75","EN05171","2016-11-02","0","0","0","0","4.11","48.03","48.56","3.12","0.46","0.57","0.47","0.23","0","18.74","66.13","67.15","10.05"
"104659","75","EN05171","2016-11-03","0","0","0","0","7.05","43.66","45.46","3.77","0.11","0.39","0.39","0.08","0","13.25","70.63","67.98","7.75"
"104660","75","EN05171","2016-11-04","0.13","0.06","0","0.08","7.2","49.37","48.69","3.72","0.19","0.52","0.58","0.11","0","16.57","68.35","67.03","8.23"
"104661","75","EN05171","2016-11-05","0.63","0.33","0.31","0.32","2.08","53.23","53.33","1.93","0.24","0.63","0.72","0.14","0","11.6","66.98","63.68","7.73"
"104662","75","EN05171","2016-11-06","0.17","0.18","0.1","0.19","2.5","49.71","49.61","1.88","0.18","0.64","0.71","0.13","0","12","62.79","59.55","7.31"
"104663","75","EN05171","2016-11-07","0.74","0.4","0.18","0.39","2.63","54.64","54.94","1.55","0.22","0.7","0.75","0.14","0","12.44","65.39","63.64","7.4"
"104664","75","EN05171","2016-11-08","0","0.03","0","0.09","2.52","50.37","50.19","1.77","0.38","0.51","0.48","0.19","0","21.19","72.14","71.28","11.99"
"104665","75","EN05171","2016-11-09","0.12","0.06","0","0.08","3.69","44.05","43.98","2.17","0.23","0.33","0.33","0.12","0","20.95","78.04","76.96","10.41"
"104666","75","EN05171","2016-11-10","0","0.03","0","0.1","3.69","37.78","38.56","2.37","0.19","0.28","0.31","0.1","0","19.67","75.43","73.3","9.84"
"104667","75","EN05171","2016-11-11","0","0.02","0","0.1","3.27","39.41","38.55","2.49","0.16","0.33","0.37","0.1","0","17.98","71.69","68.9","9.18"
"104668","75","EN05171","2016-11-12","0.26","0.26","0.3","0.22","3.87","44.56","44.79","2.13","0.16","0.41","0.45","0.1","0","15.27","70.02","69.95","8.38"
"104669","75","EN05171","2016-11-13","0","0.07","0","0.18","1.64","44.98","45.21","1.29","0.26","0.42","0.46","0.14","0","18.53","71.21","68.3","10.39"
"104670","75","EN05171","2016-11-14","0","0","0","0","5.54","45.96","45.7","3.26","0.19","0.44","0.51","0.12","0","18.03","69.89","66.57","9.95"
"104671","75","EN05171","2016-11-15","0.4","0.31","0.21","0.27","7.43","52.78","54.52","3.74","0.12","0.65","0.68","0.1","0","10.59","65.23","63.54","6.92"
"104672","75","EN05172","2016-10-23","0.29","0.19","0.26","0.14","1.93","44.03","44.53","1.2","0.17","0.29","0.31","0.09","0","18.72","80.55","80.12","9.93"
"104673","75","EN05172","2016-10-24","0.32","0.38","0.42","0.26","7.39","49.28","50.78","3.5","0.08","0.34","0.35","0.05","0","12.03","80.09","80.54","6.73"
"104674","75","EN05172","2016-10-25","0.13","0.16","0.09","0.25","3.71","54.8","55.75","1.81","0.18","0.43","0.43","0.12","0","11.39","80.31","78.83","7.15"
"104675","75","EN05172","2016-10-26","0.14","0.12","0.07","0.2","3.69","50.54","51.45","1.87","0.23","0.38","0.35","0.13","0","17.1","80.35","80.87","9.5"
"104676","75","EN05172","2016-10-27","0.36","0.31","0.36","0.23","0.79","47.18","47.47","0.92","0.18","0.3","0.3","0.09","0","17.16","83.28","83.46","9.58"
"104677","75","EN05172","2016-10-28","0.17","0.34","0.37","0.16","2.94","47.92","48.68","1.67","0.11","0.32","0.32","0.07","0","10.44","81.76","80.23","6.33"
"104678","75","EN05172","2016-10-29","0.09","0.11","0.12","0.1","0.97","46.11","46.2","0.63","0.18","0.32","0.33","0.09","0","17.61","80.2","79.74","9.6"
"104679","75","EN05172","2016-10-30","0.36","0.23","0.32","0.18","1.43","47.03","47.07","0.99","0.13","0.33","0.36","0.08","0","13.39","79.54","77.82","7.89"
"104680","75","EN05172","2016-10-31","0.25","0.33","0.38","0.2","4.7","49.83","48.74","2.5","0.08","0.41","0.41","0.06","0","9.85","75.76","75.98","6.09"
"104681","75","EN05172","2016-11-01","0.37","0.27","0.21","0.21","2.16","41.02","41.35","1.72","0.09","0.34","0.34","0.07","0","9.56","71.69","71.31","5.93"
"104682","75","EN05172","2016-11-02","0.09","0.13","0.1","0.12","3.44","39.75","39.9","1.97","0.12","0.33","0.32","0.08","0","16.19","70.87","71.77","8.73"
"104683","75","EN05172","2016-11-03","0.26","0.48","0.53","0.25","10.35","49.57","48.65","5.3","0.32","0.49","0.41","0.18","0.18","7.42","71.39","69.98","5.91"
"104684","75","EN05172","2016-11-04","0.17","0.24","0.26","0.16","1.84","53.56","54.11","1.37","0.29","0.6","0.62","0.16","0","11.56","69.1","69.09","6.99"
"104685","75","EN05172","2016-11-05","0.1","0.13","0.07","0.18","2.43","52.88","53.28","1.39","0.32","0.57","0.59","0.16","0","13.84","70.19","69.52","7.53"
"104686","75","EN05172","2016-11-06","0.09","0.08","0","0.1","0.95","52.17","52.37","1.01","0.28","0.54","0.57","0.15","0","15.45","70.67","69.87","8.08"
"104687","75","EN05172","2016-11-07","0.1","0.09","0.09","0.1","1.71","50.82","51.11","1.2","0.28","0.5","0.48","0.15","0","16.3","71.91","72.01","8.8"
"104688","75","EN05172","2016-11-08","0","0","0","0","0","40.41","40.41","0","0","0.31","0.31","0","0","0","73.14","73.14","0"
"104689","75","EN05172","2016-11-09","0.08","0.04","0","0.04","5.84","35.19","36.01","3.84","0.13","0.24","0.23","0.07","0","8.49","75.56","74.21","5.48"
"104690","75","EN05172","2016-11-10","0.08","0.05","0.07","0.05","4.43","35.97","37.26","2.45","0.09","0.28","0.28","0.05","0","10.79","71.4","70.45","6.43"
"104691","75","EN05172","2016-11-13","0","0","0","0","0","41.36","41.36","0","0","0.46","0.46","0","0","0","62.73","62.73","0"
"104692","75","EN05172","2016-11-14","0","0.03","0","0.1","2.23","38.18","38.21","2.06","0.25","0.35","0.33","0.13","0","17.79","69.67","68.1","10.32"
"104693","75","EN05172","2016-11-15","0.08","0.05","0.04","0.06","1.81","35.41","36.12","1.49","0.17","0.31","0.33","0.11","0","15.59","69.6","67.31","10.11"
"104694","75","EN05175","2016-10-25","0.06","0.41","0.38","0.03","0.26","66.9","66.77","0.13","0","0.87","0.87","0","0","0.56","70.95","70.67","0.28"
"104695","75","EN05175","2016-10-26","0.08","0.09","0.01","0.14","4.36","62.36","63.38","3.13","0.33","0.71","0.8","0.2","0","11.71","73.59","72.66","6.77"
"104696","75","EN05175","2016-10-27","0.09","0.05","0.02","0.07","2.39","62.05","62.02","1.47","0.34","0.73","0.79","0.18","0","13.49","72.31","71.95","7.51"
"104697","75","EN05178","2016-11-01","0.32","0.52","0.62","0.29","1.75","37.2","37.18","1.41","0.1","0.3","0.32","0.06","0","11.15","70.4","70.05","6.12"
"104698","75","EN05178","2016-11-02","0.29","0.69","0.75","0.26","3.69","44.11","44.73","2.58","0.15","0.42","0.42","0.09","0","9.32","68.52","67.38","5.09"
"104699","75","EN05178","2016-11-03","0.25","0.81","0.88","0.25","2.1","50.03","50.35","1.44","0.07","0.6","0.62","0.06","0","4.92","64.17","63.24","3.01"
"104700","75","EN05178","2016-11-04","0.15","0.8","0.88","0.17","0.79","53.68","53.57","0.55","0.13","0.7","0.75","0.08","0.12","4.68","63.96","62.11","3.54"
"104701","75","EN05178","2016-11-05","0.25","0.785","0.93","0.275","1.77","55.745","55.93","1.02","0.095","0.74","0.785","0.09","0","5.86","64.555","62.785","4.415"
"104702","75","EN05178","2016-11-06","0.08","0.065","0.08","0.075","3.985","46.32","46.785","2.395","0.23","0.665","0.65","0.12","0","6.055","58.565","57.725","3.71"
"104703","75","EN05178","2016-11-07","0.51","0.27","0.21","0.27","3.73","41.61","42.25","2.66","0.32","0.51","0.46","0.18","0","13.58","61.73","63.13","8.05"
"104704","75","EN05178","2016-11-08","0.13","0.09","0.1","0.08","7.47","35.23","33.63","4.2","0.19","0.39","0.38","0.11","0","7.09","61.29","59.97","4.36"
"104705","75","EN05178","2016-11-09","0.62","0.39","0.31","0.32","3.22","29.86","30.35","2.36","0.16","0.4","0.42","0.09","0","7.29","54.39","52.98","4.54"
"104706","75","EN05178","2016-11-10","0","0.73","0.73","0","0","41.69","41.69","0","0","0.66","0.66","0","0","0","52.66","52.66","0"
"104707","75","EN05178","2016-11-11","0.21","0.64","0.75","0.21","1.94","41.27","41.76","1.42","0.16","0.59","0.63","0.1","0.01","8.64","55.89","55.95","5.46"
"104708","75","EN05178","2016-11-12","0.38","0.3","0.3","0.25","1.45","40.79","40.82","0.89","0.17","0.58","0.63","0.1","0","8.44","55.87","54.05","5.22"
"104709","75","EN05178","2016-11-13","0","0","0","0","3.46","39.17","38.66","2.39","0.3","0.57","0.54","0.17","0","13.9","55.64","56.9","8.47"
"104710","75","EN05178","2016-11-14","0","0","0","0","5.9","32.02","32.97","3.23","0.28","0.43","0.42","0.17","0","13.93","56.62","56.17","9.49"
"104711","75","EN05178","2016-11-15","0","0","0","0","0.8","28.51","28.34","0.76","0.2","0.35","0.33","0.12","0","16.31","57.89","57.73","10.38"
"104712","75","EN05178","2016-11-16","0.44","0.24","0.23","0.23","3.36","26.67","27.48","1.97","0.22","0.32","0.26","0.14","0","16.51","59.18","62.1","10.98"
"104713","75","EN05178","2016-11-17","0.15","0.19","0","0.3","10.19","29.83","29.84","5.62","0.14","0.27","0.26","0.08","0","9.96","65.82","63.92","6.01"
"104714","75","EN05178","2016-11-18","0","0","0","0","0","20.61","20.61","0","0","0.34","0.34","0","0","0","47.25","47.25","0"
"104715","75","EN05178","2016-11-19","0","0","0","0","3.18","21.29","21.44","2.05","0.09","0.31","0.33","0.06","0","11.57","51.15","50.61","6.87"
"104716","75","EN05178","2016-11-20","0","0.04","0","0.07","11.72","29.21","33.45","5.59","0.12","0.39","0.39","0.07","0.01","16.84","54.24","55.01","9.17"
"104717","75","EN05178","2016-11-21","0.62","0.56","0.75","0.34","7.24","37.5","38.605","3.895","0.095","0.49","0.495","0.05","0","14.375","56.705","56.57","6.76"
"104718","75","EN05178","2016-11-22","0","0.03","0","0.07","9.64","31.04","30.1","4.93","0.27","0.43","0.42","0.14","0","9.5","54.6","53.52","5.26"
"104719","75","EN05178","2016-11-23","0","0","0","0","1.45","27.44","27.31","0.94","0.18","0.42","0.44","0.11","0","12.96","50.68","50.36","8.45"
"104720","75","EN05178","2016-11-24","0.19","0.12","0","0.19","10.1","21.6","24.55","5.23","0.33","0.35","0.29","0.16","0","15.72","51.22","52.03","9.12"
"104721","75","EN05178","2016-11-25","0.495","0.59","0.78","0.37","10.515","26.265","26.36","6.77","0.07","0.365","0.32","0.1","0","5.27","52.625","52.235","4.125"
"104722","75","EN05178","2016-11-26","0.25","0.84","0.83","0.15","6.97","41.84","43.93","3.31","0.1","0.63","0.64","0.06","0","10.64","54.43","56.12","5.85"
"104723","75","EN05178","2016-11-27","0.49","0.46","0.46","0.32","12.55","29.99","26.24","8.57","0.17","0.36","0.35","0.14","0","7.02","58.38","59.51","5.11"
"104724","75","EN05178","2016-11-28","0.32","0.48","0.53","0.25","3.56","25.45","24.54","2.63","0.11","0.41","0.37","0.1","0","4.67","48.76","48.81","4.01"
"104725","75","EN05178","2016-11-29","0.53","0.65","0.83","0.37","14.9","20.2","24.33","9.04","0.19","0.38","0.4","0.15","0.01","3.57","45.94","46.85","3.99"
"104726","75","EN05178","2016-11-30","0.13","0.07","0","0.09","1.02","16.62","16.81","0.75","0.14","0.4","0.42","0.11","0","11.64","39.72","39.03","7.34"
"104727","75","EN05178","2016-12-01","0","0.04","0","0.07","10.3","20.5","21.15","5.35","0.16","0.4","0.44","0.09","0","19.09","43.8","45.83","10.05"
"104728","75","EN05178","2016-12-02","0.4","0.67","0.75","0.26","6.23","26.41","26.78","4.28","0.2","0.42","0.47","0.11","0","18.51","49.22","49.32","8.96"
"104729","75","EN05178","2016-12-03","0.07","0.95","1","0.07","2.54","37.47","37.83","1.32","0.05","0.79","0.79","0.04","0.19","2.89","43.47","44.49","2.09"
"104730","75","EN05178","2016-12-04","0","0.07","0","0.2","4.61","31.94","31.93","3.46","0.39","0.64","0.68","0.2","0","9.78","44.79","43.37","6.13"
"104731","75","EN05178","2016-12-05","0.07","0.05","0","0.08","5.45","26.18","27.38","3.98","0.46","0.48","0.41","0.23","0","19.41","48.09","53.33","10.25"
"104732","75","EN05178","2016-12-06","0.49","0.36","0.3","0.28","2.19","28.93","30.11","4.12","0.1","0.39","0.38","0.08","0","5.69","53.95","53.69","4.31"
"104733","75","EN05178","2016-12-07","0.24","0.86","0.88","0.17","3.14","32.87","33.18","1.98","0.05","0.46","0.46","0.05","0","3.18","52.95","52.15","2.13"
"104734","75","EN05178","2016-12-08","0","0.07","0.07","0","0","25.03","25.03","0","0","0.8","0.8","0","0","0","30.37","30.37","0"
"104735","75","EN05178","2016-12-09","0.83","0.53","0.72","0.4","4.34","29.23","30.11","2.56","0.15","0.74","0.77","0.09","0","10.13","36.94","37.51","5.27"
"104736","75","EN05178","2016-12-10","0.11","0.06","0.06","0.06","7.67","33.59","35.97","3.94","0.3","0.68","0.68","0.15","0","16.17","44.26","45.11","9.2"
"104737","75","EN05178","2016-12-11","0.12","0.15","0.13","0.12","7.47","30.09","28.41","4.28","0.37","0.41","0.33","0.2","0","16.23","56.9","58.46","9.05"
"104738","75","EN05178","2016-12-12","0.13","0.12","0.13","0.1","1.4","30.5","30.57","1.24","0.24","0.39","0.38","0.13","0","15.25","56.48","57.78","8.68"
"104739","75","EN05178","2016-12-13","0.15","0.1","0.15","0.08","0.7","33.76","33.77","0.55","0.18","0.42","0.43","0.11","0","12.41","58.04","57.9","7.44"
"104740","75","EN05178","2016-12-14","0.06","0.16","0.13","0.14","0.76","35.43","35.68","0.71","0.21","0.46","0.5","0.12","0","12.62","57.39","54.73","7.5"
"104741","75","EN05178","2016-12-15","0.1","0.06","0","0.09","8.07","28.73","29.36","4.46","0.37","0.39","0.3","0.2","0","17.88","56.77","56.39","10.25"
"104742","75","EN05178","2016-12-16","0.23","0.21","0.13","0.28","3.7","19.86","19.29","2.86","0.06","0.19","0.19","0.05","0","12.52","63.08","63.13","6.58"
"104743","75","EN05178","2016-12-17","0.33","0.25","0.2","0.21","18.46","24.11","29.43","8.96","0.09","0.33","0.33","0.09","0","8.96","52.79","52.35","6.29"
"104744","75","EN05178","2016-12-18","0.19","0.25","0.3","0.18","1.92","12.67","12.76","1.88","0.16","0.35","0.3","0.11","0","9.9","39.06","38.26","6.5"
"104745","75","EN05178","2016-12-19","0.49","0.4","0.5","0.28","3.62","13.63","13.83","2.22","0.08","0.33","0.34","0.05","0","8.15","41.09","40.2","5.11"
"104746","75","EN05178","2016-12-20","0","1","1","0","0","22.37","22.37","0","0","0.38","0.38","0","0","0","46.49","46.49","0"
"104747","75","EN05178","2016-12-21","0.08","0.92","0.96","0.09","9.73","29.43","27.7","6.52","0.06","0.43","0.4","0.12","0.02","9.33","51.78","52.68","5.1"
"104748","75","EN05178","2016-12-22","0.21","0.83","0.88","0.18","2.93","42.66","43.21","2.04","0.13","0.82","0.86","0.11","0.5","1.5","48.21","47.39","2.12"
"104749","75","EN05178","2016-12-23","0","0","0","0","0","41.55","41.55","0","0","0.85","0.85","0","0","0","45.66","45.66","0"
"104750","75","EN05178","2016-12-24","0","0","0","0","4.25","39.45","39.8","3.33","0.44","0.61","0.56","0.21","0","16.94","54.18","56.31","8.88"
"104751","75","EN05178","2016-12-25","0.32","0.26","0.13","0.31","1.09","27.33","26.94","1.69","0.15","0.54","0.57","0.08","0","6.7","43.06","41.87","3.94"
"104752","75","EN05178","2016-12-26","0.19","0.1","0.13","0.1","1.44","26.51","26.26","1.19","0.17","0.58","0.6","0.13","0","10.93","40.97","40.87","6.57"
"104753","75","EN05178","2016-12-27","0.46","0.41","0.57","0.27","1.24","26.04","25.67","1.22","0.25","0.51","0.49","0.13","0","14.13","44.05","45.22","7.46"
"104754","75","EN05178","2016-12-28","0.29","0.59","0.53","0.24","1.7","30.9","30.45","1.58","0.21","0.51","0.53","0.13","0","12.3","49.23","50.42","7.82"
"104755","75","EN05178","2016-12-29","0.05","0.96","1","0.07","6.84","30.42","32.52","4.83","0.38","0.59","0.55","0.19","0.09","8.98","45.33","48.28","4.33"
"104756","75","EN05178","2016-12-30","0","0.68","0.68","0","0","39.82","39.82","0","0","0.82","0.82","0","0","0","45.02","45.02","0"
"104757","75","EN05178","2016-12-31","0.62","0.46","0.48","0.33","6.38","41.53","40.85","3.35","0.09","0.8","0.81","0.05","0.1","8.78","47.37","48.05","4.61"
"104758","75","EN05178","2017-01-01","0.13","0.74","0.75","0.2","3.74","40.67","40.9","2.34","0.08","0.81","0.83","0.07","0.25","3.78","46.33","45.15","3.95"
"104759","75","EN05178","2017-01-02","0.44","0.41","0.39","0.25","2.12","32.46","32.02","1.42","0.23","0.62","0.61","0.13","0","9.36","45.39","46.61","5.51"
"104760","75","EN05178","2017-01-03","0.52","0.4","0.37","0.31","0.97","33.26","33.46","1.26","0.23","0.57","0.52","0.15","0","9.87","48.91","51.69","6.62"
"104761","75","EN05178","2017-01-04","0.81","0.34","0.15","0.41","3.09","33.51","33.7","2","0.23","0.45","0.46","0.12","0","10.28","55.33","54.49","5.42"
"104762","75","EN05178","2017-01-05","0.32","0.13","0","0.19","2.62","34.33","34.91","1.7","0.17","0.48","0.51","0.09","0","9.92","54.11","53.34","5.87"
"104763","75","EN05178","2017-01-06","0","0","0","0","0","17.23","17.23","0","0","0.61","0.61","0","0","0","29.04","29.04","0"
"104764","75","EN05178","2017-01-07","0.1","0.05","0","0.07","4.86","16.67","16.01","2.59","0.2","0.45","0.44","0.1","0","14.7","36.6","38.59","7.54"
"104765","75","EN05178","2017-01-08","0","0.03","0","0.055","4.385","24.17","22.975","2.79","0.22","0.475","0.515","0.13","0","15.8","44.135","45.98","9.29"
"104766","75","EN05178","2017-01-09","0.29","0.21","0.08","0.26","3.26","31.19","32.26","1.68","0.35","0.44","0.37","0.17","0","24.77","55.11","60.02","12.25"
"104767","75","EN05178","2017-01-10","0.24","0.28","0.26","0.16","8.37","27.58","30.32","4.27","0.16","0.32","0.34","0.1","0","10.32","58.65","57.99","6.43"
"104768","75","EN05178","2017-01-11","0.07","0.12","0.15","0.07","2.97","26.65","26.97","1.75","0.12","0.32","0.32","0.08","0","16.27","57.29","56.79","8.44"
"104769","75","EN05178","2017-01-12","0.46","0.5","0.57","0.26","1.77","24.72","24.7","1.37","0.16","0.34","0.32","0.1","0","10.44","53.64","53.42","7.58"
"104770","75","EN05178","2017-01-13","0.22","0.83","0.94","0.16","5.84","29.34","27.18","4.88","0.15","0.37","0.39","0.1","0","14.65","56.63","57.76","8.04"
"104771","75","EN05178","2017-01-14","0.28","0.75","0.86","0.22","2.1","45.43","45.82","2.03","0.13","0.68","0.7","0.12","0.03","8.84","56.32","53.69","5.56"
